0,113.700230558,29.9748045086,0
1,113.730230558,29.9748045086,1
2,113.760230558,29.9748045086,0
3,113.790230558,29.9748045086,1
4,113.820230558,29.9748045086,2
5,113.850230558,29.9748045086,1
6,113.880230558,29.9748045086,177
7,113.910230558,29.9748045086,473
8,113.940230558,29.9748045086,200
9,113.970230558,29.9748045086,2
10,114.000230558,29.9748045086,1
11,114.030230558,29.9748045086,0
12,114.060230558,29.9748045086,0
13,114.090230558,29.9748045086,0
14,114.120230558,29.9748045086,0
15,114.150230558,29.9748045086,0
16,114.180230558,29.9748045086,0
17,114.210230558,29.9748045086,0
18,114.240230558,29.9748045086,0
19,114.270230558,29.9748045086,7
20,114.300230558,29.9748045086,2
21,114.330230558,29.9748045086,0
22,114.360230558,29.9748045086,2
23,114.390230558,29.9748045086,0
24,114.420230558,29.9748045086,0
25,114.450230558,29.9748045086,2
26,114.480230558,29.9748045086,0
27,114.510230558,29.9748045086,0
28,114.540230558,29.9748045086,1
29,114.570230558,29.9748045086,1
30,114.600230558,29.9748045086,0
31,114.630230558,29.9748045086,2
32,114.660230558,29.9748045086,3
33,114.690230558,29.9748045086,2
34,114.720230558,29.9748045086,3
35,114.750230558,29.9748045086,2
36,114.780230558,29.9748045086,1
37,114.810230558,29.9748045086,0
38,114.840230558,29.9748045086,1
39,114.870230558,29.9748045086,6
40,114.900230558,29.9748045086,6
41,114.930230558,29.9748045086,0
42,114.960230558,29.9748045086,2
43,114.990230558,29.9748045086,0
44,115.020230558,29.9748045086,3
45,115.050230558,29.9748045086,14
46,113.700230558,30.0048045086,0
47,113.730230558,30.0048045086,1
48,113.760230558,30.0048045086,1
49,113.790230558,30.0048045086,0
50,113.820230558,30.0048045086,0
51,113.850230558,30.0048045086,13
52,113.880230558,30.0048045086,8
53,113.910230558,30.0048045086,13
54,113.940230558,30.0048045086,14
55,113.970230558,30.0048045086,8
56,114.000230558,30.0048045086,13
57,114.030230558,30.0048045086,3
58,114.060230558,30.0048045086,1
59,114.090230558,30.0048045086,1
60,114.120230558,30.0048045086,1
61,114.150230558,30.0048045086,0
62,114.180230558,30.0048045086,0
63,114.210230558,30.0048045086,0
64,114.240230558,30.0048045086,0
65,114.270230558,30.0048045086,7
66,114.300230558,30.0048045086,3
67,114.330230558,30.0048045086,2
68,114.360230558,30.0048045086,14
69,114.390230558,30.0048045086,1
70,114.420230558,30.0048045086,0
71,114.450230558,30.0048045086,14
72,114.480230558,30.0048045086,9
73,114.510230558,30.0048045086,2
74,114.540230558,30.0048045086,4
75,114.570230558,30.0048045086,2
76,114.600230558,30.0048045086,9
77,114.630230558,30.0048045086,21
78,114.660230558,30.0048045086,3
79,114.690230558,30.0048045086,2
80,114.720230558,30.0048045086,15
